"index","probe.id","gene.id"
22215,"212910_at","THAP11"
22216,"212911_at","DNAJC16"
22217,"212912_at","RPS6KA2"
22218,"212913_at","SAPCD1"
22219,"212914_at","CBX7"
22220,"212915_at","PDZRN3"
22221,"212916_at","PHF8"
22222,"212917_x_at","RECQL"
22223,"212918_at","RECQL"
22224,"212919_at","DCP2"
22225,"212920_at","REST"
22226,"212921_at","SMYD2"
22227,"212922_s_at","SMYD2"
22228,"212923_s_at","PXDC1"
22229,"212924_s_at","LSM4"
22230,"212925_at","MISP"
22231,"212926_at","SMC5"
22232,"212927_at","SMC5"
22233,"212928_at","TSPYL4"
22234,"212929_s_at","WASHC2C"
22235,"212930_at","ATP2B1"
22236,"212931_at","TCF20"
22237,"212932_at","RAB3GAP1"
22238,"212933_x_at","RPL13"
22239,"212934_at","UBXN2B"
22240,"212935_at","MCF2L"
22241,"212936_at","ARB2A"
22242,"212937_s_at","COL6A1"
22243,"212938_at","COL6A1"
22244,"212939_at","COL6A1"
22245,"212940_at","COL6A1"
22246,"212942_s_at","CEMIP"
22247,"212943_at","C2CD5"
22248,"212944_at","SLC5A3"
22249,"212945_s_at","MGA"
22250,"212946_at","VWA8"
22251,"212947_at","SLC9A8"
22252,"212948_at","CAMTA2"
22253,"212949_at","NCAPH"
22254,"212950_at","ADGRF5"
22255,"212951_at","ADGRF5"
22257,"212953_x_at","CALR"
22258,"212954_at","DYRK4"
22259,"212955_s_at","POLR2I"
22260,"212956_at","TBC1D9"
22261,"212957_s_at","LINC01278"
22262,"212958_x_at","PAM"
22263,"212959_s_at","GNPTAB"
22264,"212960_at","TBC1D9"
22265,"212961_x_at","EOLA2"
22266,"212962_at","SYDE1"
22267,"212963_at","TM2D1"
22268,"212964_at","HIC2"
22269,"212965_at","HIC2"
22270,"212966_at","HIC2"
22271,"212967_x_at","NAP1L1"
22272,"212968_at","RFNG"
22273,"212969_x_at","EML3"
22274,"212970_at","APBB2"
22275,"212971_at","CARS1"
22276,"212972_x_at","APBB2"
22277,"212973_at","RPIA"
22278,"212974_at","DENND3"
22279,"212975_at","DENND3"
22280,"212976_at","LRRC8B"
22281,"212977_at","ACKR3"
22282,"212978_at","LRRC8B"
22283,"212979_s_at","TCAF1"
22284,"212980_at","USP34"
22285,"212981_s_at","TCAF1"
22286,"212982_at","ZDHHC17"
22287,"212983_at","HRAS"
22288,"212984_at","ATF2"
22289,"212985_at","APBB2"
22290,"212986_s_at","TLK2"
22291,"212987_at","FBXO9"
22292,"212988_x_at","ACTG1"
22293,"212989_at","SGMS1"
22294,"212990_at","SYNJ1"
22295,"212991_at","FBXO9"
22296,"212992_at","AHNAK2"
22297,"212993_at","NACC2"
22298,"212994_at","THOC2"
22299,"212995_x_at","PHGDH"
22300,"212996_s_at","URB1"
22301,"212997_s_at","TLK2"
22302,"212998_x_at","HLA-DQB1"
22303,"212999_x_at","HLA-DQB1"
22304,"213000_at","MORC3"
22305,"213001_at","ANGPTL2"
22306,"213002_at","MARCKS"
22307,"213003_s_at","SPIDR"
22308,"213004_at","ANGPTL2"
22309,"213005_s_at","KANK1"
22310,"213006_at","CEBPD"
22311,"213007_at","FANCI"
22312,"213008_at","FANCI"
22313,"213009_s_at","TRIM37"
22314,"213010_at","CAVIN3"
22315,"213011_s_at","TPI1"
22316,"213012_at","NEDD4"
22317,"213013_at","MAPK8IP1"
22318,"213014_at","MAPK8IP1"
22319,"213015_at","BBX"
22320,"213016_at","BBX"
22321,"213017_at","ABHD3"
22322,"213018_at","GATAD1"
22323,"213019_at","RANBP6"
22324,"213020_at","GOSR1"
22325,"213021_at","GOSR1"
22326,"213022_s_at","UTRN"
22327,"213023_at","UTRN"
22328,"213024_at","TMF1"
22329,"213025_at","THUMPD1"
22330,"213026_at","ATG12"
22331,"213027_at","RO60"
22332,"213028_at","NFRKB"
22333,"213029_at","NFIB"
22334,"213030_s_at","PLXNA2"
22335,"213031_s_at","WDR73"
22336,"213032_at","NFIB"
22337,"213033_s_at","NFIB"
22338,"213034_at","SIK3"
22339,"213035_at","ANKRD28"
22340,"213036_x_at","ATP2A3"
22341,"213037_x_at","STAU1"
22342,"213038_at","RNF19B"
22343,"213039_at","ARHGEF18"
22344,"213040_s_at","NPTXR"
22345,"213041_s_at","ATP5F1D"
22346,"213042_s_at","ATP2A3"
22347,"213043_s_at","MED24"
22348,"213044_at","ROCK1"
22349,"213045_at","MAST3"
22350,"213046_at","PABPN1"
22351,"213047_x_at","SET"
22353,"213049_at","RALGAPA1"
22354,"213050_at","COBL"
22355,"213051_at","ZC3HAV1"
22356,"213052_at","PRKAR2A"
22357,"213053_at","HAUS5"
22358,"213054_at","HAUS5"
22359,"213055_at","CD47"
22360,"213056_at","FRMD4B"
22361,"213057_at","ATPAF2"
22362,"213058_at","TTC28"
22363,"213059_at","CREB3L1"
22364,"213060_s_at","CHI3L2"
22365,"213061_s_at","NTAN1"
22366,"213062_at","NTAN1"
22367,"213063_at","ZC3H14"
22368,"213064_at","ZC3H14"
22369,"213065_at","ZFC3H1"
22370,"213066_at","RUSC2"
22371,"213067_at","MYH10"
22372,"213068_at","DPT"
22373,"213069_at","HEG1"
22374,"213070_at","PIK3C2A"
22375,"213071_at","DPT"
22376,"213072_at","ZFTRAF1"
22377,"213073_at","ZFYVE26"
22378,"213074_at","PHIP"
22379,"213075_at","OLFML2A"
22380,"213076_at","ITPKC"
22381,"213077_at","YTHDC2"
22382,"213078_x_at","LPCAT4"
22383,"213079_at","TSR2"
22384,"213080_x_at","RPL5"
22385,"213081_at","ZBTB22"
22386,"213082_s_at","SLC35D2"
22387,"213083_at","SLC35D2"
22388,"213084_x_at","RPL23A"
22389,"213085_s_at","WWC1"
22390,"213086_s_at","CSNK1A1"
22391,"213087_s_at","EEF1D"
22392,"213088_s_at","DNAJC9"
22394,"213090_s_at","TAF4"
22395,"213091_at","CRTC1"
22396,"213092_x_at","DNAJC9"
22397,"213093_at","PRKCA"
22398,"213094_at","ADGRG6"
22399,"213095_x_at","AIF1"
22400,"213096_at","TMCC2"
22401,"213097_s_at","DNAJC2"
22402,"213098_at","CNOT9"
22403,"213099_at","ANGEL1"
22404,"213100_at","UNC5B"
22405,"213101_s_at","ACTR3"
22406,"213102_at","ACTR3"
22407,"213103_at","STARD13"
22408,"213104_at","TSR3"
22409,"213105_s_at","TSR3"
22410,"213106_at","ATP8A1"
22411,"213107_at","TNIK"
22412,"213108_at","CAMK2A"
22413,"213109_at","TNIK"
22414,"213110_s_at","COL4A5"
22415,"213111_at","PIKFYVE"
22416,"213112_s_at","SQSTM1"
22417,"213113_s_at","SLC43A3"
22419,"213115_at","ATG4A"
22420,"213116_at","NEK3"
22421,"213117_at","KLHL9"
22422,"213118_at","BLTP3B"
22423,"213119_at","SLC36A1"
22424,"213120_at","BLTP3B"
22425,"213121_at","SNRNP70"
22426,"213122_at","TSPYL5"
22427,"213123_at","MFAP3"
22428,"213124_at","ZNF473"
22429,"213125_at","OLFML2B"
22430,"213126_at","MED8"
22431,"213127_s_at","MED8"
22432,"213128_s_at","UBE3A"
22433,"213129_s_at","GCSH"
22434,"213130_at","ZNF473"
22435,"213131_at","OLFM1"
22436,"213132_s_at","MCAT"
22437,"213133_s_at","GCSH"
22438,"213134_x_at","BTG3"
22439,"213135_at","TIAM1"
22440,"213136_at","PTPN2"
22441,"213137_s_at","PTPN2"
22442,"213138_at","ARID5A"
22443,"213139_at","SNAI2"
22444,"213140_s_at","SS18L1"
22445,"213141_at","PSKH1"
22446,"213142_x_at","GSAP"
22447,"213143_at","C2orf72"
22448,"213144_at","GOSR2"
22449,"213145_at","FBXL14"
22450,"213146_at","KDM6B"
22451,"213147_at","HOXA10"
22452,"213148_at","C2orf72"
22453,"213149_at","DLAT"
22454,"213150_at","HOXA10"
22455,"213151_s_at","SEPTIN7"
22456,"213152_s_at","SRSF8"
22457,"213153_at","SETD1B"
22458,"213154_s_at","BICD2"
22459,"213155_at","WSCD1"
22460,"213156_at","ZBTB20"
22461,"213157_s_at","WSCD1"
22462,"213158_at","ZBTB20"
22463,"213159_at","PCNX1"
22464,"213160_at","DOCK2"
22465,"213161_at","TMOD1"
22466,"213162_at","DYNC1LI2"
22467,"213164_at","SLC5A3"
22468,"213165_at","CEP350"
22469,"213166_x_at","MZT2A"
22470,"213167_s_at","SLC5A3"
22471,"213168_at","SP3"
22472,"213169_at","SEMA5A"
22473,"213170_at","GPX7"
22474,"213171_s_at","MMP24"
22475,"213172_at","TTC9"
22476,"213173_at","PCNX1"
22477,"213174_at","TTC9"
22478,"213175_s_at","SNRPB"
22479,"213176_s_at","LTBP4"
22480,"213177_at","MAPK8IP3"
22481,"213178_s_at","MAPK8IP3"
22482,"213179_at","CNOT9"
22483,"213180_s_at","GOSR2"
22484,"213181_s_at","MOCS1"
22485,"213182_x_at","CDKN1C"
22487,"213184_at","SENP5"
22488,"213185_at","KATNIP"
22489,"213186_at","DZIP3"
22490,"213187_x_at","FTL"
22491,"213188_s_at","RIOX2"
22492,"213189_at","RIOX2"
22493,"213190_at","COG7"
22494,"213191_at","TICAM1"
22495,"213192_at","THAP3"
22496,"213193_x_at","TRBV19"
22497,"213194_at","ROBO1"
22498,"213195_at","LYRM9"
22499,"213196_at","ZNF629"
22500,"213197_at","ASTN1"
22501,"213198_at","ACVR1B"
22502,"213199_at","C2CD3"
22503,"213200_at","SYP"
22504,"213201_s_at","TNNT1"
22505,"213202_at","SETD1A"
22506,"213203_at","SNAPC5"
22507,"213204_at","CUL9"
22508,"213205_s_at","RAD54L2"
22509,"213206_at","GOSR2"
22510,"213207_s_at","GOSR2"
22511,"213208_at","BICRAL"
22512,"213209_at","TAF6L"
22513,"213210_at","TAF6L"
22514,"213211_s_at","TAF6L"
22515,"213212_x_at","GOLGA6L5P"
22516,"213213_at","DIDO1"
22517,"213214_x_at","ACTG1"
22518,"213215_at","AP3S2"
22519,"213216_at","OTUD3"
22520,"213217_at","ADCY2"
22521,"213218_at","ZSCAN26"
22522,"213219_at","ADCY2"
22523,"213220_at","BBIP1"
22524,"213221_s_at","SIK2"
22525,"213222_at","PLCB1"
22526,"213223_at","RPL28"
22527,"213224_s_at","BBIP1"
22528,"213225_at","PPM1B"
22529,"213226_at","CCNA2"
22530,"213227_at","PGRMC2"
22531,"213228_at","PDE8B"
22532,"213229_at","DICER1"
22533,"213230_at","CDR2L"
22534,"213231_at","DMWD"
22535,"213232_at","FAM234B"
22536,"213233_s_at","KLHL9"
22537,"213234_at","FAM234B"
22538,"213235_at","KNOP1"
22539,"213236_at","SASH1"
22540,"213237_at","KNOP1"
22541,"213238_at","ATP10D"
22542,"213239_at","PIBF1"
22543,"213240_s_at","KRT4"
22544,"213241_at","PLXNC1"
22545,"213242_x_at","CEP170B"
22546,"213243_at","VPS13B"
22547,"213244_at","SCAMP4"
22548,"213245_at","ADCY1"
22549,"213246_at","LYSET"
22550,"213247_at","SVEP1"
22551,"213248_at","LOC730101"
22552,"213249_at","FBXL7"
22553,"213250_at","CCDC85B"
22554,"213251_at","SMARCA5"
22555,"213252_at","SH3PXD2A"
22556,"213253_at","SMC2"
22557,"213254_at","TNRC6B"
22558,"213256_at","MARCHF3"
22559,"213257_at","SARM1"
22560,"213258_at","TFPI"
22561,"213259_s_at","SARM1"
22562,"213260_at","FOXC1"
22563,"213261_at","TRANK1"
22564,"213262_at","SACS"
22565,"213263_s_at","PCBP2"
22566,"213264_at","PCBP2"
22567,"213265_at","PGA5"
22568,"213266_at","TP53BP1"
22569,"213267_at","DOP1A"
22570,"213268_at","CAMTA1"
22571,"213269_at","ZNF248"
22572,"213270_at","MPP2"
22573,"213271_s_at","DOP1A"
22574,"213272_s_at","LDAF1"
22575,"213273_at","TENM4"
22576,"213274_s_at","CTSB"
22577,"213275_x_at","CTSB"
22578,"213276_at","CAMK2B"
22579,"213277_at","ZFP36L1"
22580,"213278_at","MTMR9"
22581,"213279_at","DHRS1"
22582,"213280_at","RAP1GAP2"
22583,"213281_at","JUN"
22584,"213282_at","APOOL"
22585,"213283_s_at","SALL2"
22586,"213284_at","ZFP36L1"
22587,"213285_at","TMEM30B"
22588,"213286_at","ZFR"
22589,"213287_s_at","KRT10"
22590,"213288_at","MBOAT2"
22591,"213289_at","APOOL"
22592,"213290_at","COL6A2"
22593,"213291_s_at","UBE3A"
22594,"213292_s_at","SNX13"
22595,"213293_s_at","TRIM22"
22596,"213294_at","EIF2AK2"
22597,"213295_at","CYLD"
22598,"213296_at","RER1"
22599,"213297_at","RMND5B"
22600,"213298_at","NFIC"
22601,"213299_at","ZBTB7A"
22602,"213300_at","ATG2A"
22603,"213301_x_at","TRIM24"
22604,"213302_at","PFAS"
22605,"213303_x_at","ZBTB7A"
22606,"213304_at","TOGARAM1"
22607,"213305_s_at","PPP2R5C"
22608,"213306_at","MPDZ"
22609,"213307_at","SHANK2"
22610,"213308_at","SHANK2"
22611,"213309_at","PLCL2"
22612,"213310_at","AGO2"
22613,"213311_s_at","TCF25"
22614,"213312_at","SMIM8"
22615,"213313_at","GPR21"
22616,"213314_at","SMIM8"
22617,"213315_x_at","EOLA1"
22618,"213316_at","JCAD"
22619,"213317_at","CLIC5"
22620,"213318_s_at","BAG6"
22621,"213319_s_at","YBX3"
22622,"213320_at","PRMT3"
22623,"213321_at","BCKDHB"
22624,"213322_at","OARD1"
22625,"213323_s_at","ZC3H7B"
22626,"213324_at","SRC"
22627,"213325_at","NECTIN3"
22628,"213326_at","VAMP1"
22629,"213327_s_at","USP12"
22630,"213328_at","NEK1"
22631,"213329_at","SRGAP2"
22632,"213330_s_at","STIP1"
22633,"213331_s_at","NEK1"
22634,"213332_at","PAPPA2"
22635,"213333_at","MDH2"
22636,"213334_x_at","HAUS7"
22637,"213335_s_at","ST3GAL6"
22638,"213336_at","BAZ1B"
22639,"213337_s_at","SOCS1"
22640,"213338_at","TMEM158"
22641,"213339_at","GFOD3P"
22642,"213340_s_at","GFOD3P"
22643,"213341_at","FEM1C"
22644,"213342_at","YAP1"
22645,"213343_s_at","GDPD5"
22646,"213344_s_at","H2AX"
22647,"213345_at","NFATC4"
22648,"213346_at","TEX30"
22649,"213347_x_at","RPS4X"
22650,"213348_at","CDKN1C"
22651,"213349_at","TMCC1"
22652,"213350_at","RPS11"
22653,"213351_s_at","TMCC1"
22654,"213352_at","TMCC1"
22655,"213353_at","ABCA5"
22656,"213354_s_at","NR2F6"
22657,"213355_at","ST3GAL6"
22658,"213356_x_at","HNRNPA1"
22659,"213357_at","GTF2H5"
22660,"213358_at","MTCL1"
22661,"213359_at","HNRNPD"
22662,"213360_s_at","POM121"
22663,"213361_at","TDRD7"
22664,"213362_at","PTPRD"
22665,"213363_at","CA5BP1"
22666,"213364_s_at","SNX1"
22667,"213365_at","ERI2"
22668,"213366_x_at","ATP5F1C"
22669,"213367_at","LOC155060"
22670,"213368_x_at","PPFIA3"
22671,"213369_at","CDHR1"
22672,"213370_s_at","SFMBT1"
22673,"213371_at","LDB3"
22674,"213372_at","PAQR3"
22675,"213373_s_at","CASP8"
22676,"213374_x_at","HIBCH"
22677,"213375_s_at","N4BP2L1"
22678,"213376_at","ZBTB1"
22679,"213377_x_at","RPS12"
22680,"213378_s_at","DDX11"
22681,"213379_at","COQ2"
22682,"213380_x_at","MST1"
22683,"213381_at","VSTM4"
22684,"213382_at","MST1L"
22685,"213383_at","SBF1"
22686,"213384_x_at","PLCB3"
22687,"213385_at","CHN2"
22688,"213386_at","PGAP4"
22689,"213387_at","ATAD2B"
22690,"213388_at","PDE4DIP"
22691,"213389_at","ZNF592"
22692,"213390_at","ZC3H4"
22693,"213391_at","DPY19L4"
22694,"213392_at","IQCK"
22695,"213393_at","MFSD9"
22696,"213394_at","MAPKBP1"
22697,"213395_at","MLC1"
22698,"213396_s_at","AKAP10"
22699,"213397_x_at","RNASE4"
22700,"213398_s_at","SDR39U1"
22701,"213399_x_at","RPN2"
22702,"213400_s_at","TBL1X"
22703,"213401_s_at","TBL1X"
22704,"213402_at","ZNF787"
22705,"213403_at","MFSD9"
22706,"213404_s_at","RHEB"
22707,"213405_at","RAB22A"
22708,"213406_at","WSB1"
22709,"213407_at","PHLPP2"
22710,"213408_s_at","PI4KAP1"
22712,"213410_at","EDRF1"
22713,"213411_at","ADAM22"
22714,"213412_at","TJP3"
22715,"213413_at","STON1"
22716,"213414_s_at","RPS19"
22717,"213415_at","CLIC2"
22718,"213416_at","ITGA4"
22719,"213417_at","TBX2"
22720,"213418_at","HSPA6"
22721,"213419_at","APBB2"
22722,"213420_at","DHX57"
22723,"213421_x_at","PRSS3"
22724,"213422_s_at","MXRA8"
22725,"213423_x_at","TUSC3"
22726,"213424_at","MATCAP2"
22727,"213425_at","WNT5A"
22728,"213426_s_at","CAV2"
22729,"213427_at","RPP40"
22730,"213428_s_at","COL6A1"
22731,"213429_at","BICC1"
22732,"213430_at","RUFY3"
22733,"213431_x_at","SFI1"
22734,"213432_at","MUC5B"
22735,"213433_at","ARL3"
22736,"213434_at","STX2"
22737,"213435_at","SATB2"
22738,"213436_at","CNR1"
22739,"213437_at","RUFY3"
22740,"213438_at","NFASC"
22741,"213439_x_at","RUNDC3A"
22742,"213440_at","RAB1A"
22743,"213441_x_at","SPDEF"
22744,"213442_x_at","SPDEF"
22745,"213443_at","TRADD"
22746,"213444_at","ZNF862"
22747,"213445_at","ZC3H3"
22748,"213446_s_at","IQGAP1"
22749,"213447_at","IPW"
22751,"213449_at","POP1"
22752,"213450_s_at","ICOSLG"
22753,"213451_x_at","TNXA"
22754,"213452_at","ZNF184"
22755,"213453_x_at","GAPDH"
22756,"213454_at","CENPS"
22757,"213455_at","FAM114A1"
22758,"213456_at","SOSTDC1"
22759,"213457_at","MFHAS1"
22760,"213458_at","FAM149B1"
22761,"213459_at","RPL37A"
22762,"213460_x_at","NSUN5P1"
22763,"213461_at","NUDT21"
22764,"213462_at","NPAS2"
22765,"213463_s_at","FAM149B1"
22766,"213464_at","SHC2"
22767,"213465_s_at","PPP1R7"
22768,"213466_at","RAB40C"
22769,"213467_at","RND2"
22770,"213468_at","ERCC2"
22771,"213469_at","PGAP1"
22772,"213470_s_at","HNRNPH1"
22773,"213471_at","NPHP4"
22774,"213472_at","HNRNPH1"
22775,"213473_at","BRAP"
22776,"213474_at","KCTD7"
22777,"213475_s_at","ITGAL"
22778,"213476_x_at","TUBB3"
22779,"213477_x_at","EEF1A1"
22780,"213478_at","KAZN"
22781,"213479_at","NPTX2"
22782,"213480_at","VAMP4"
22783,"213481_at","S100A13"
22784,"213482_at","DOCK3"
22785,"213483_at","PPWD1"
22786,"213484_at","ADD2"
22787,"213485_s_at","ABCC10"
22788,"213486_at","COPG2IT1"
22789,"213487_at","MAP2K2"
22790,"213488_at","SNED1"
22791,"213489_at","MAPRE2"
22792,"213490_s_at","MAP2K2"
22793,"213491_x_at","RPN2"
22794,"213492_at","COL2A1"
22795,"213493_at","SNED1"
22796,"213494_s_at","YY1"
22797,"213495_s_at","RRBP1"
22798,"213496_at","PLPPR4"
22799,"213497_at","ABTB2"
22800,"213498_at","CREB3L1"
22801,"213499_at","CLCN2"
22803,"213501_at","ACOX1"
22804,"213502_x_at","GUSBP11"
22805,"213503_x_at","ANXA2"
22806,"213504_at","COPS6"
22807,"213505_s_at","SUGP2"
22808,"213506_at","F2RL1"
22809,"213507_s_at","KPNB1"
22810,"213508_at","SPTSSA"
22811,"213509_x_at","CES2"
22812,"213510_x_at","USP32P2"
22813,"213511_s_at","MTMR1"
22814,"213512_at","CLBA1"
22815,"213513_x_at","ARPC2"
22816,"213514_s_at","DIAPH1"
22817,"213515_x_at","HBG2"
22818,"213516_at","AKAP13"
22819,"213517_at","PCBP2"
22820,"213518_at","PRKCI"
22821,"213519_s_at","LAMA2"
22822,"213520_at","RECQL4"
22823,"213521_at","PTPN18"
22824,"213522_s_at","CSNK1D"
22825,"213523_at","CCNE1"
22826,"213524_s_at","G0S2"
22828,"213526_s_at","LIN37"
22829,"213527_s_at","ZNF688"
22830,"213528_at","METTL18"
22831,"213529_at","ZNF688"
22832,"213530_at","RAB3GAP1"
22833,"213531_s_at","RAB3GAP1"
22834,"213532_at","ADAM17"
22835,"213533_at","NSG1"
22836,"213534_s_at","PASK"
22837,"213535_s_at","UBE2I"
22839,"213537_at","HLA-DPA1"
22840,"213538_at","SON"
22841,"213539_at","CD3D"
22842,"213540_at","HSD17B8"
22843,"213541_s_at","ERG"
22844,"213542_at","ZNF710"
22845,"213543_at","SGCD"
22846,"213544_at","ING2"
22847,"213545_x_at","SNX3"
22848,"213546_at","DKFZP586I1420"
22849,"213547_at","CAND2"
22850,"213548_s_at","CDV3"
22851,"213549_at","PDZD8"
22852,"213550_s_at","NDUFA2"
22853,"213551_x_at","PCGF2"
22854,"213552_at","GLCE"
22855,"213553_x_at","APOC1"
22856,"213554_s_at","CDV3"
22857,"213555_at","RWDD2A"
22858,"213556_at","PINLYP"
22859,"213557_at","CDK12"
22860,"213558_at","PCLO"
22861,"213559_s_at","ZNF467"
22862,"213560_at","GADD45B"
22863,"213561_at","MCM9"
22864,"213562_s_at","SQLE"
22865,"213563_s_at","TUBGCP2"
22866,"213564_x_at","LDHB"
22867,"213565_s_at","SMAD6"
22868,"213566_at","RNASE6"
22869,"213567_at","KPNA4"
22870,"213568_at","OSR2"
22871,"213569_at","VASH1-AS1"
22872,"213570_at","EIF4E2"
22873,"213571_s_at","EIF4E2"
22874,"213572_s_at","SERPINB1"
22875,"213573_at","KPNB1"
22876,"213574_s_at","KPNB1"
22877,"213575_at","TRA2A"
22878,"213577_at","SQLE"
22879,"213578_at","BMPR1A"
22880,"213579_s_at","EP300"
22881,"213580_at","CREBZF"
22882,"213581_at","PDCD2"
22883,"213582_at","ATP11A"
22884,"213583_x_at","EEF1A1"
22885,"213584_s_at","CREBZF"
22886,"213585_s_at","PDCD2"
22887,"213586_at","CDKN2D"
22888,"213587_s_at","ATP6V0E2"
22889,"213588_x_at","RPL14"
22890,"213589_s_at","B3GNTL1"
22891,"213590_at","SLC16A5"
22892,"213591_at","ALDH7A1"
22893,"213592_at","APLNR"
22894,"213593_s_at","TRA2A"
22895,"213594_x_at","SRSF10"
22896,"213595_s_at","CDC42BPA"
22897,"213596_at","CASP4"
22898,"213597_s_at","CTDSPL"
22900,"213599_at","OIP5"
22901,"213600_at","SIPA1L3"
22902,"213601_at","SLIT1"
22904,"213603_s_at","RAC2"
22905,"213604_at","ELOA"
22907,"213606_s_at","ARHGDIA"
22908,"213607_x_at","NADK"
22909,"213608_s_at","SRRD"
22910,"213609_s_at","SEZ6L"
22911,"213610_s_at","KLHL23"
22912,"213611_at","AQP5"
22913,"213612_x_at","NBPF12"
22914,"213613_s_at","NADK"
22915,"213614_x_at","EEF1A1"
22916,"213615_at","EMG1"
22917,"213616_at","TPGS2"
22918,"213617_s_at","TPGS2"
22919,"213618_at","ARAP2"
22921,"213620_s_at","ICAM2"
22922,"213621_s_at","GUK1"
22923,"213622_at","COL9A2"
22924,"213623_at","KIF3A"
22925,"213624_at","SMPDL3A"
22926,"213625_at","ZKSCAN4"
22927,"213626_at","CBR4"
22928,"213627_at","MAGED2"
22929,"213628_at","CLCC1"
22930,"213629_x_at","MT1F"
22931,"213630_at","NACAD"
22932,"213631_x_at","DHODH"
22933,"213632_at","DHODH"
22934,"213633_at","SH3BP1"
22935,"213634_s_at","TRMU"
22936,"213635_s_at","SAFB"
22937,"213636_at","PHF24"
22938,"213637_at","DDX52"
22939,"213638_at","PHACTR1"
22940,"213639_s_at","ZNF500"
22941,"213640_s_at","LOX"
22942,"213641_at","ZNF500"
22943,"213642_at","RPL27"
22944,"213643_s_at","INPP5B"
22945,"213644_at","CEP112"
22946,"213645_at","ENOSF1"
22947,"213646_x_at","TUBA1A"
22948,"213647_at","DNA2"
22949,"213648_at","EXOSC7"
22950,"213649_at","SRSF7"
22951,"213650_at","GOLGA8A"
22952,"213651_at","INPP5J"
22953,"213652_at","PCSK5"
22954,"213653_at","METTL3"
22955,"213654_at","TAF5L"
22957,"213656_s_at","KLC1"
22960,"213659_at","ZNF75D"
22961,"213660_s_at","TOP3B"
22962,"213661_at","PAMR1"
22963,"213662_at","RETREG1"
22964,"213663_s_at","RETREG1"
22965,"213664_at","SLC1A1"
22966,"213665_at","SOX4"
22967,"213666_at","SEPTIN6"
22968,"213667_at","TMEM265"
22969,"213668_s_at","SOX4"
22970,"213669_at","FCHO1"
22971,"213670_x_at","NSUN5P1"
22972,"213671_s_at","MARS1"
22973,"213672_at","MARS1"
22974,"213673_x_at","NENF"
22975,"213674_x_at","IGHD"
22976,"213675_at","PARVA"
22977,"213676_at","TMEM151B"
22978,"213677_s_at","PMS1"
22979,"213678_at","TMEM151B"
22980,"213679_at","IFT70A"
22981,"213680_at","KRT6B"
22982,"213681_at","ZFTRAF1"
22983,"213682_at","NUP50"
22984,"213683_at","ACSL6"
22985,"213684_s_at","PDLIM5"
22986,"213685_at","ELOA-AS1"
22987,"213686_at","VPS13A"
22988,"213687_s_at","RPL35A"
22989,"213688_at","CALM1"
22990,"213689_x_at","DIPK1A"
22991,"213690_s_at","PTOV1-AS2"
22992,"213691_at","PTOV1-AS2"
22993,"213692_s_at","VDR"
22994,"213693_s_at","MUC1"
22995,"213694_at","RSBN1"
22996,"213695_at","PON3"
22997,"213696_s_at","MED8"
22998,"213697_at","HIPK3"
22999,"213698_at","TMEM35B"
23000,"213699_s_at","YWHAQ"
23001,"213700_s_at","PKM"
23002,"213701_at","RLIG1"
23003,"213702_x_at","ASAH1"
23004,"213703_at","LINC00342"
23005,"213704_at","RABGGTB"
23006,"213705_at","GGCX"
23007,"213706_at","GPD1"
23008,"213707_s_at","DLX5"
23009,"213708_s_at","MLX"
23010,"213709_at","GPRASP3"
23011,"213710_s_at","CALM1"
23012,"213711_at","KRT81"
23013,"213712_at","ELOVL2"
23014,"213713_s_at","GLB1L2"
23015,"213714_at","CACNB2"
23016,"213715_s_at","KANK3"
23017,"213716_s_at","SECTM1"
23018,"213717_at","LDB3"
23019,"213718_at","RBM4"
23020,"213719_s_at","SMARCA4"
23021,"213720_s_at","SMARCA4"
23022,"213721_at","SOX2"
23023,"213722_at","SOX2"
23024,"213723_s_at","IDUA"
23025,"213724_s_at","PDK2"
23026,"213725_x_at","XYLT1"
23027,"213726_x_at","TUBB4B"
23028,"213727_x_at","MPPE1"
23029,"213728_at","LAMP1"
23030,"213729_at","PRPF40A"
23031,"213730_x_at","TCF3"
23032,"213731_s_at","TCF3"
23033,"213732_at","TCF3"
23034,"213733_at","MYO1F"
23035,"213734_at","RFC5"
23036,"213735_s_at","COX5B"
23037,"213736_at","COX5B"
23038,"213737_x_at","GOLGA8N"
23039,"213738_s_at","ATP5F1A"
23040,"213739_at","LOC103344931"
23041,"213740_s_at","TMEM262"
23042,"213741_s_at","KPNA1"
23043,"213742_at","SRSF11"
23044,"213743_at","CCNT2"
23045,"213744_at","ATRNL1"
23046,"213745_at","ATRNL1"
23047,"213746_s_at","FLNA"
23049,"213748_at","TRIM66"
23050,"213749_at","MASP1"
23051,"213750_at","RSL1D1"
23052,"213751_at","PPP1R37"
23053,"213752_at","KAZN"
23054,"213753_x_at","EIF5A"
23055,"213754_s_at","PAIP1"
23056,"213755_s_at","MORN1"
23057,"213756_s_at","HSF1"
23059,"213758_at","COX4I1"
23060,"213759_at","ARL4C"
23061,"213760_s_at","ZNF330"
23062,"213761_at","MDM1"
23063,"213762_x_at","RBMX"
23064,"213763_at","HIPK2"
23065,"213764_s_at","MFAP5"
23066,"213765_at","MFAP5"
23067,"213766_x_at","GNA11"
23068,"213767_at","KSR1"
23069,"213768_s_at","ASCL1"
23070,"213769_at","KSR1"
23071,"213770_at","KSR1"
23072,"213771_at","IRF2BP1"
