"index","probe.id","gene.id"
23073,"213772_s_at","GGA2"
23074,"213773_x_at","NSUN5"
23075,"213774_s_at","PPP1R2"
23076,"213775_x_at","ZNF638"
23078,"213777_s_at","CREBZF"
23079,"213778_x_at","ZNF276"
23080,"213779_at","EMID1"
23081,"213780_at","TCHH"
23082,"213781_at","PPP1R37"
23083,"213782_s_at","MYOZ2"
23084,"213783_at","MFNG"
23085,"213784_at","IFT27"
23086,"213785_at","IPO9"
23087,"213786_at","TAX1BP1"
23088,"213787_s_at","EBP"
23090,"213789_at","EBP"
23091,"213790_at","ADAM12"
23092,"213791_at","PENK"
23093,"213792_s_at","INSR"
23094,"213793_s_at","HOMER1"
23095,"213794_s_at","NGDN"
23096,"213795_s_at","PTPRA"
23097,"213796_at","SPRR1A"
23098,"213797_at","RSAD2"
23099,"213798_s_at","CAP1"
23100,"213799_s_at","PTPRA"
23101,"213800_at","CFH"
23102,"213801_x_at","RPSA"
23103,"213802_at","PRSS12"
23104,"213803_at","KPNB1"
23105,"213804_at","INPP5B"
23106,"213805_at","ABHD5"
23107,"213806_at","PURA"
23108,"213807_x_at","MET"
23109,"213808_at","ADAM23"
23110,"213809_x_at","TCF3"
23112,"213811_x_at","TCF3"
23113,"213812_s_at","CAMKK2"
23115,"213814_s_at","SNTB2"
23116,"213815_x_at","CACTIN"
23117,"213816_s_at","MET"
23118,"213817_at","IRAK3"
23119,"213818_x_at","TMEM223"
23120,"213819_s_at","FLOT1"
23121,"213820_s_at","STARD5"
23122,"213821_s_at","IDS"
23123,"213822_s_at","UBE3B"
23124,"213823_at","HOXA11"
23125,"213824_at","OLIG2"
23126,"213825_at","OLIG2"
23127,"213826_s_at","H3-3A"
23128,"213827_at","ARHGAP33"
23129,"213828_x_at","H3-3A"
23130,"213829_x_at","RTEL1"
23131,"213830_at","YME1L1"
23132,"213831_at","HLA-DQA1"
23133,"213832_at","KCND3"
23134,"213833_x_at","NOP16"
23135,"213834_at","IQSEC3"
23136,"213835_x_at","GTPBP3"
23137,"213836_s_at","WIPI1"
23138,"213837_at","L3MBTL1"
23139,"213838_at","NOL7"
23140,"213839_at","CLMN"
23141,"213840_s_at","MRPS12"
23142,"213841_at","TNR"
23143,"213842_x_at","NSUN5P2"
23144,"213843_x_at","SLC6A8"
23145,"213844_at","HOXA5"
23146,"213845_at","GRIK2"
23147,"213846_at","COX7C"
23148,"213847_at","PRPH"
23149,"213848_at","DUSP7"
23150,"213849_s_at","PPP2R2B"
23151,"213850_s_at","SCAF11"
23152,"213851_at","STIMATE"
23153,"213852_at","RBM8A"
23154,"213853_at","DNAJC24"
23155,"213854_at","SYNGR1"
23156,"213855_s_at","LIPE"
23157,"213856_at","CD47"
23158,"213857_s_at","CD47"
23159,"213858_at","ZNF250"
23160,"213859_x_at","SMARCA5"
23161,"213860_x_at","CSNK1A1"
23162,"213861_s_at","EEF1AKMT3"
23164,"213863_s_at","OAZ3"
23165,"213864_s_at","NAP1L1"
23166,"213865_at","DCBLD2"
23167,"213866_at","SAMD14"
23168,"213867_x_at","ACTB"
23169,"213868_s_at","DHRS7"
23170,"213869_x_at","THY1"
23171,"213870_at","COL11A2"
23172,"213871_s_at","DNPH1"
23174,"213873_at","DCBLD2"
23175,"213874_at","SERPINA4"
23176,"213875_x_at","C6orf62"
23177,"213876_x_at","ZRSR2"
23178,"213877_x_at","ELOB"
23179,"213878_at","PYROXD1"
23181,"213880_at","LGR5"
23182,"213881_x_at","SUMO2"
23183,"213882_at","TM2D1"
23184,"213883_s_at","TM2D1"
23185,"213884_s_at","TRIM3"
23186,"213885_at","TRIM3"
23187,"213887_s_at","POLR2E"
23188,"213888_s_at","TRAF3IP3"
23189,"213889_at","PIGL"
23190,"213890_x_at","RPS16"
23191,"213891_s_at","TCF4"
23192,"213892_s_at","APRT"
23193,"213893_x_at","PMS2P5"
23194,"213894_at","THSD7A"
23195,"213895_at","EMP1"
23196,"213896_x_at","FAM149B1"
23197,"213897_s_at","MRPL23"
23198,"213898_at","RBFOX2"
23199,"213899_at","METAP2"
23200,"213900_at","ENTREP1"
23201,"213901_x_at","RBFOX2"
23202,"213902_at","ASAH1"
23203,"213903_s_at","CNOT9"
23204,"213904_at","FRRS1L"
23205,"213905_x_at","BGN"
23206,"213906_at","MYBL1"
23207,"213907_at","EEF1E1"
23208,"213908_at","WHAMMP3"
23209,"213909_at","LRRC15"
23210,"213910_at","IGFBP7"
23211,"213911_s_at","H2AZ1"
23212,"213912_at","TBC1D30"
23213,"213913_s_at","TBC1D30"
23214,"213914_s_at","SPTBN1"
23215,"213915_at","NKG7"
23216,"213916_at","ZNF20"
23217,"213917_at","PAX8"
23218,"213918_s_at","NIPBL"
23219,"213919_at","DNAJC4"
23220,"213920_at","CUX2"
23221,"213921_at","SST"
23222,"213922_at","TTBK2"
23223,"213923_at","RAP2B"
23224,"213924_at","GNAL"
23225,"213925_at","STUM"
23226,"213926_s_at","AGFG1"
23227,"213927_at","MAP3K9"
23228,"213928_s_at","AGFG1"
23229,"213929_at","EXPH5"
23230,"213930_at","ATG12"
23231,"213931_at","ID2"
23232,"213932_x_at","HLA-A"
23233,"213933_at","PTGER3"
23234,"213934_s_at","ZNF23"
23235,"213935_at","ABHD5"
23236,"213936_x_at","SFTPB"
23237,"213937_s_at","FTSJ1"
23238,"213938_at","ERC2"
23239,"213939_s_at","RUFY3"
23240,"213940_s_at","FNBP1"
23241,"213941_x_at","RPS7"
23242,"213942_at","MEGF6"
23243,"213943_at","TWIST1"
23244,"213944_x_at","GNA11"
23245,"213945_s_at","NUP210"
23246,"213946_s_at","OBSL1"
23247,"213947_s_at","NUP210"
23248,"213948_x_at","CADM3"
23249,"213949_s_at","DOHH"
23250,"213950_s_at","PPP3CC"
23251,"213951_s_at","PSMC3IP"
23252,"213952_s_at","ALOX5"
23253,"213953_at","KRT20"
23254,"213954_at","FAM169A"
23255,"213955_at","MYOZ3"
23256,"213956_at","CEP350"
23257,"213957_s_at","CEP350"
23258,"213958_at","CD6"
23259,"213959_s_at","RPGRIP1L"
23260,"213960_at","NTRK3"
23262,"213962_s_at","ANKLE2"
23263,"213963_s_at","SAP30"
23264,"213964_x_at","C10orf95-AS1"
23265,"213965_s_at","CHD5"
23266,"213966_at","HMG20B"
23267,"213967_at","RALYL"
23269,"213969_x_at","RPL29"
23270,"213970_at","RABL3"
23271,"213971_s_at","SUZ12"
23273,"213973_at","RRBP1"
23274,"213974_at","ADAMTSL3"
23275,"213975_s_at","LYZ"
23276,"213976_at","CIZ1"
23277,"213977_s_at","CIZ1"
23278,"213978_at","MTSS2"
23280,"213980_s_at","CTBP1"
23281,"213981_at","COMT"
23282,"213982_s_at","RABGAP1L"
23283,"213983_s_at","PDS5A"
23284,"213984_at","PDS5A"
23285,"213985_s_at","TMEM259"
23286,"213986_s_at","TMEM259"
23287,"213987_s_at","CDK13"
23288,"213988_s_at","SAT1"
23289,"213989_x_at","SETD4"
23290,"213990_s_at","PAK5"
23291,"213991_s_at","HS3ST1"
23292,"213992_at","COL4A6"
23293,"213993_at","SPON1"
23294,"213994_s_at","SPON1"
23295,"213995_at","DMAC2L"
23296,"213996_at","YPEL1"
23297,"213997_at","ENTREP2"
23298,"213998_s_at","DDX17"
23299,"213999_at","YIPF4"
23300,"214000_s_at","RGS10"
23301,"214001_x_at","RPS10"
23302,"214002_at","MYL6"
23303,"214003_x_at","RPS20"
23304,"214004_s_at","VGLL4"
23305,"214005_at","GGCX"
23306,"214006_s_at","GGCX"
23307,"214007_s_at","TWF1"
23308,"214008_at","TWF1"
23309,"214009_at","MSL3"
23310,"214010_s_at","ATP9B"
23311,"214011_s_at","NOP16"
23312,"214012_at","ERAP1"
23314,"214014_at","CDC42EP2"
23315,"214015_at","SOCS7"
23316,"214016_s_at","SFPQ"
23317,"214017_s_at","DHX34"
23318,"214018_at","GRIP1"
23320,"214020_x_at","ITGB5"
23321,"214021_x_at","ITGB5"
23322,"214022_s_at","IFITM1"
23323,"214023_x_at","TUBB2B"
23324,"214024_s_at","DGCR6L"
23325,"214025_at","DDX28"
23326,"214026_s_at","SPRED2"
23327,"214027_x_at","DES"
23328,"214028_x_at","TDRD3"
23329,"214029_at","SLC25A42"
23330,"214030_at","CRYBG3"
23332,"214032_at","ZAP70"
23333,"214033_at","ABCC6"
23334,"214034_at","ERAP1"
23336,"214036_at","EFNA5"
23337,"214037_s_at","CCDC22"
23338,"214038_at","CCL8"
23339,"214039_s_at","LAPTM4B"
23340,"214040_s_at","GSN"
23341,"214041_x_at","RPL37A"
23342,"214042_s_at","RPL22"
23343,"214043_at","PTPRD"
23344,"214044_at","RYR2"
23345,"214045_at","LIAS"
23346,"214046_at","FUT9"
23347,"214047_s_at","MBD4"
23348,"214048_at","MBD4"
23349,"214049_x_at","CD7"
23351,"214051_at","TMSB15B"
23352,"214052_x_at","PRRC2C"
23353,"214053_at","ERBB4"
23354,"214054_at","DOK2"
23355,"214055_x_at","PRRC2C"
23356,"214056_at","MCL1"
23357,"214057_at","MCL1"
23358,"214058_at","MYCL"
23359,"214059_at","IFI44"
23360,"214060_at","SSBP1"
23361,"214061_at","TBC1D31"
23362,"214062_x_at","NFKBIB"
23363,"214063_s_at","TF"
23364,"214064_at","TF"
23366,"214066_x_at","NPR2"
23367,"214067_at","TSR3"
23368,"214068_at","BEAN1"
23369,"214069_at","ACSM2A"
23370,"214070_s_at","ATP10B"
23371,"214071_at","GNAL"
23372,"214072_x_at","NENF"
23373,"214073_at","CTTN"
23374,"214074_s_at","CTTN"
23375,"214075_at","NENF"
23376,"214076_at","GFOD2"
23377,"214077_x_at","MEIS3P1"
23378,"214078_at","PAK3"
23379,"214079_at","DHRS2"
23380,"214080_x_at","PRKCSH"
23381,"214081_at","PLXDC1"
23382,"214082_at","CA5B"
23383,"214083_at","PPP2R5C"
23384,"214084_x_at","NCF1"
23385,"214085_x_at","GLIPR1"
23386,"214086_s_at","PARP2"
23387,"214087_s_at","MYBPC1"
23388,"214088_s_at","FUT3"
23389,"214089_at","RPS8"
23390,"214090_at","PAWR"
23391,"214091_s_at","GPX3"
23392,"214092_x_at","SUGP2"
23393,"214093_s_at","FUBP1"
23394,"214094_at","FUBP1"
23395,"214095_at","SHMT2"
23396,"214096_s_at","SHMT2"
23397,"214097_at","RPS21"
23398,"214098_at","BTBD8"
23399,"214099_s_at","PDE4DIPP2"
23400,"214100_x_at","NSUN5P1"
23401,"214101_s_at","NPEPPS"
23403,"214103_s_at","RAP2A"
23404,"214104_at","GPR161"
23405,"214105_at","SOCS3"
23406,"214106_s_at","GMDS"
23407,"214107_x_at","NPEPPSP1"
23408,"214108_at","MAX"
23409,"214109_at","LRBA"
23410,"214110_s_at","LSP1P5"
23411,"214111_at","OPCML"
23412,"214112_s_at","EOLA1"
23413,"214113_s_at","RBM8A"
23414,"214114_x_at","FASTK"
23415,"214115_at","VAMP5"
23416,"214116_at","BTD"
23417,"214117_s_at","BTD"
23418,"214118_x_at","PCM1"
23419,"214119_s_at","FKBP1A"
23420,"214120_at","RFPL1S"
23421,"214121_x_at","PDLIM7"
23422,"214122_at","PDLIM7"
23423,"214123_s_at","NOP14-AS1"
23424,"214124_x_at","CEP43"
23425,"214125_s_at","NENF"
23427,"214127_s_at","SRRT"
23428,"214128_at","DAGLA"
23429,"214129_at","PDE4DIP"
23430,"214130_s_at","PDE4DIP"
23431,"214131_at","TXLNGY"
23432,"214132_at","ATP5F1C"
23433,"214133_at","MUC6"
23434,"214134_at","CRACDL"
23435,"214135_at","CLDN18"
23436,"214136_at","NUDT13"
23437,"214137_at","PTPRJ"
23438,"214138_at","ZNF79"
23439,"214139_at","ARID4B"
23440,"214140_at","SLC25A16"
23441,"214141_x_at","SRSF7"
23442,"214142_at","ZG16"
23443,"214143_x_at","RPL24"
23444,"214144_at","POLR2D"
23445,"214145_s_at","SPTB"
23446,"214146_s_at","PPBP"
23447,"214147_at","MROH7"
23448,"214148_at","ITFG2"
23449,"214149_s_at","ATP6V0E1"
23450,"214150_x_at","ATP6V0E1"
23451,"214151_s_at","CCPG1"
23452,"214152_at","CCPG1"
23453,"214153_at","ELOVL5"
23454,"214154_s_at","PKP2"
23455,"214155_s_at","LARP4"
23456,"214156_at","MYRIP"
23457,"214157_at","GNAS"
23458,"214158_s_at","PRDM10"
23459,"214159_at","PLCE1"
23461,"214161_at","OSGIN2"
23462,"214162_at","ASXL3"
23463,"214163_at","IFT25"
23464,"214164_x_at","CA12"
23465,"214165_s_at","HS6ST1"
23466,"214166_at","SDHB"
23467,"214167_s_at","RPLP0"
23468,"214168_s_at","TJP1"
23469,"214169_at","SUN1"
23470,"214170_x_at","FH"
23471,"214171_s_at","U2AF2"
23472,"214172_x_at","RYK"
23473,"214173_x_at","URI1"
23474,"214174_s_at","PDLIM4"
23475,"214175_x_at","PDLIM4"
23477,"214177_s_at","PBXIP1"
23478,"214178_s_at","SOX2"
23479,"214179_s_at","NFE2L1"
23480,"214180_at","MAN1C1"
23481,"214181_x_at","LST1"
23483,"214183_s_at","TKTL1"
23484,"214184_at","NPFF"
23485,"214185_at","KHDRBS1"
23486,"214186_s_at","HCG26"
23487,"214187_x_at","CTDSPL"
23489,"214189_s_at","GGA2"
23490,"214190_x_at","GGA2"
23491,"214191_at","ICA1"
23492,"214192_at","NUP88"
23493,"214193_s_at","UTP25"
23494,"214194_at","DIS3"
23495,"214195_at","TPP1"
23496,"214196_s_at","TPP1"
23497,"214197_s_at","SETDB1"
23498,"214198_s_at","DGCR2"
23499,"214199_at","SFTPD"
23500,"214200_s_at","COL6A1"
23501,"214201_x_at","PRRC2A"
23502,"214202_at","PGGT1B"
23503,"214203_s_at","PRODH"
23504,"214204_at","PACRG"
23505,"214205_x_at","GLRX3"
23506,"214206_at","PPIL6"
23507,"214207_s_at","CARD10"
23508,"214208_at","KLHL35"
23509,"214209_s_at","ABCB9"
23510,"214210_at","SLC25A17"
23511,"214211_at","FTH1"
23512,"214212_x_at","FERMT2"
23513,"214213_x_at","LMNA"
23514,"214214_s_at","C1QBP"
23515,"214215_s_at","LARP4B"
23516,"214216_s_at","LARP4B"
23517,"214217_at","GRM5"
23518,"214218_s_at","XIST"
23519,"214219_x_at","MAP4K1"
23520,"214220_s_at","ALMS1"
23521,"214221_at","ALMS1"
23522,"214222_at","DNAH7"
23523,"214223_at","PTP4A3"
23524,"214224_s_at","PIN4"
23525,"214225_at","PIN4"
23526,"214226_at","PRSS53"
23528,"214228_x_at","TNFRSF4"
23529,"214229_at","DNAH17"
23530,"214230_at","CDC42"
23531,"214231_s_at","VWA8"
23532,"214232_at","ABCF2"
23533,"214233_at","GGA2"
23534,"214234_s_at","CYP3A5"
23535,"214235_at","CYP3A5"
23537,"214237_x_at","PAWR"
23538,"214238_at","GDF7"
23539,"214239_x_at","PCGF2"
23540,"214240_at","GAL"
23541,"214241_at","NDUFB8"
23542,"214242_at","MAN1A2"
23543,"214243_s_at","SERHL2"
23544,"214244_s_at","ATP6V0E1"
23545,"214245_at","RPS14"
23546,"214246_x_at","MINK1"
23547,"214247_s_at","DKK3"
23548,"214248_s_at","TRIM2"
23549,"214249_at","TRIM2"
23550,"214250_at","NUMA1"
23551,"214251_s_at","NUMA1"
23552,"214252_s_at","CLN5"
23553,"214253_s_at","DTNB"
23554,"214254_at","MAGEA4"
23555,"214255_at","ATP10A"
23556,"214256_at","ATP10A"
23557,"214257_s_at","SEC22B"
23558,"214258_x_at","KAT5"
23559,"214259_s_at","AKR7A2"
23560,"214260_at","COPS8"
23561,"214261_s_at","ADH6"
23562,"214262_at","TRIP6"
23563,"214263_x_at","POLR2C"
23564,"214264_s_at","EFCAB11"
23565,"214265_at","ITGA8"
23566,"214266_s_at","PDLIM7"
23567,"214267_s_at","CADM4"
23568,"214268_s_at","MTMR4"
23569,"214269_at","SLC49A3"
23570,"214270_s_at","MAPRE3"
23571,"214271_x_at","RPL12"
23572,"214272_at","CYLD"
23573,"214273_x_at","NPRL3"
23574,"214274_s_at","ACAA1"
23575,"214275_at","MED12"
23576,"214276_at","KLF12"
23577,"214277_at","COX11"
23578,"214278_s_at","NDRG2"
23579,"214279_s_at","NDRG2"
23580,"214280_x_at","HNRNPA1"
23581,"214281_s_at","RCHY1"
23583,"214283_at","TMEM97"
23584,"214284_s_at","FGF18"
23585,"214285_at","FABP3"
23586,"214286_at","GNAT1"
23587,"214287_s_at","CDK13"
23588,"214288_s_at","PSMB1"
23589,"214289_at","PSMB1"
23590,"214290_s_at","H2AC18"
23591,"214291_at","RPL17"
23592,"214292_at","ITGB4"
23593,"214293_at","SEPTIN11"
23596,"214296_x_at","IZUMO4"
23597,"214297_at","CSPG4"
23598,"214298_x_at","SEPTIN6"
23599,"214299_at","TOP3A"
23600,"214300_s_at","TOP3A"
23601,"214301_s_at","DPYSL4"
23602,"214302_x_at","GJC2"
23603,"214303_x_at","MUC5AC"
23605,"214305_s_at","SF3B1"
23606,"214306_at","OPA1"
23607,"214307_at","HGD"
23608,"214308_s_at","HGD"
23610,"214310_s_at","ZFPL1"
23611,"214311_at","ZFPL1"
23612,"214312_at","FOXA2"
23613,"214313_s_at","EIF5B"
23614,"214314_s_at","EIF5B"
23615,"214315_x_at","CALR"
23617,"214317_x_at","RPS9"
23618,"214318_s_at","FRY"
23619,"214319_at","FRY"
23620,"214320_x_at","CYP2A6"
23621,"214321_at","CCN3"
23622,"214322_at","CAMK2G"
23623,"214323_s_at","UPF3A"
23624,"214324_at","GP2"
23625,"214325_at","GP2"
23626,"214326_x_at","JUND"
23627,"214327_x_at","TPT1"
23628,"214328_s_at","HSP90AA1"
23629,"214329_x_at","TNFSF10"
23630,"214330_at","ATPAF2"
23631,"214331_at","TSFM"
23632,"214332_s_at","TSFM"
23633,"214333_x_at","IDH3G"
23634,"214334_x_at","DAZAP2"
23635,"214335_at","RPL18"
23636,"214336_s_at","COPA"
23637,"214337_at","COPA"
23638,"214338_at","DNAJB12"
23639,"214339_s_at","MAP4K1"
23640,"214340_at","ALOX12P2"
23641,"214341_at","AP1G2"
23642,"214342_at","ATXN7L1"
23643,"214343_s_at","ATXN7L1"
23646,"214346_at","C1QL1"
23647,"214347_s_at","DDC"
23648,"214348_at","TACR2"
23650,"214350_at","SNTB2"
23651,"214351_x_at","RPL13"
23652,"214352_s_at","KRAS"
23654,"214354_x_at","SFTPB"
23655,"214355_x_at","CTAGE15"
23656,"214356_s_at","ECPAS"
23657,"214357_at","C1orf105"
23658,"214358_at","ACACA"
23659,"214359_s_at","HSP90AB1"
23660,"214360_at","SMARCA4"
23661,"214361_s_at","RGS12"
23662,"214362_at","RGS12"
23663,"214363_s_at","MATR3"
23664,"214364_at","MTERF4"
23665,"214365_at","TPM3"
23666,"214366_s_at","ALOX5"
23667,"214367_at","RASGRP2"
23668,"214368_at","RASGRP2"
23669,"214369_s_at","RASGRP2"
23670,"214370_at","S100A8"
23671,"214371_at","TSSK2"
23672,"214372_x_at","ERN2"
23674,"214374_s_at","PPFIBP1"
23675,"214375_at","PPFIBP1"
23676,"214376_at","MAPK10"
23677,"214377_s_at","CTRL"
23678,"214378_at","TFPI"
23679,"214379_at","HNRNPDL"
23680,"214380_at","PRPF31"
23681,"214381_at","SEPTIN7P11"
23682,"214382_at","UNC93A"
23683,"214383_x_at","KLHDC3"
23684,"214384_s_at","DCTN2"
23685,"214385_s_at","MUC5AC"
23687,"214387_x_at","SFTPC"
23689,"214389_at","SLC5A12"
23690,"214390_s_at","BCAT1"
23691,"214391_x_at","PTGER1"
23692,"214392_at","IRGC"
23693,"214393_at","RND2"
23694,"214394_x_at","EEF1D"
23695,"214395_x_at","EEF1D"
23696,"214396_s_at","MBD2"
23697,"214397_at","MBD2"
23698,"214398_s_at","IKBKE"
23699,"214399_s_at","KRT4"
23700,"214400_at","INSL3"
23701,"214401_at","PAX1"
23702,"214402_s_at","SFI1"
23703,"214403_x_at","SPDEF"
23704,"214404_x_at","SPDEF"
23706,"214406_s_at","SLC7A4"
23707,"214407_x_at","GYPB"
23708,"214408_s_at","RFPL3S"
23709,"214409_at","RFPL3S"
23710,"214410_at","LOC105370752"
23711,"214411_x_at","CTRB2"
23712,"214412_at","H2AB3"
23713,"214413_at","TAT"
23714,"214414_x_at","HBA1"
23715,"214415_at","PLGLB2"
23717,"214417_s_at","HRG-AS1"
23718,"214418_at","CT62"
23719,"214419_s_at","CYP2C9"
23720,"214420_s_at","CYP2C9"
23721,"214421_x_at","CYP2C9"
23722,"214422_at","RAD23B"
23723,"214423_x_at","ALDOB"
23724,"214424_s_at","ALDOB"
23725,"214425_at","AMBP"
23726,"214426_x_at","CHAF1A"
23727,"214427_at","NOP2"
23728,"214428_x_at","C4A"
23729,"214429_at","MTMR6"
23730,"214430_at","GLA"
23731,"214431_at","GMPS"
23732,"214432_at","ATP1A3"
23733,"214433_s_at","SELENBP1"
23734,"214434_at","HSPA12A"
23735,"214435_x_at","RALA"
23736,"214436_at","FBXL2"
23737,"214437_s_at","SHMT2"
23738,"214438_at","HLX"
23739,"214439_x_at","BIN1"
23740,"214440_at","NAT1"
23741,"214441_at","STX6"
23742,"214442_s_at","PIAS2"
23743,"214443_at","PVR"
23744,"214444_s_at","PVR"
23745,"214445_at","ELL2"
23746,"214446_at","ELL2"
23747,"214447_at","ETS1"
23748,"214448_x_at","NFKBIB"
23749,"214449_s_at","RHOQ"
23750,"214450_at","CTSW"
23751,"214451_at","TFAP2B"
23752,"214452_at","BCAT1"
23753,"214453_s_at","IFI44"
23754,"214454_at","ADAMTS2"
23755,"214455_at","H2BC4"
23756,"214456_x_at","SAA2"
23757,"214457_at","HOXA2"
23758,"214458_at","TRAF3IP1"
23759,"214459_x_at","HLA-C"
23760,"214460_at","LSAMP"
23761,"214461_at","LBP"
23762,"214462_at","SOCS6"
23763,"214463_x_at","H4C12"
23764,"214464_at","CDC42BPA"
23765,"214465_at","ORM2"
23766,"214466_at","GJA5"
23767,"214467_at","GPR65"
23768,"214468_at","MYH6"
23769,"214469_at","H2AC8"
23770,"214470_at","KLRB1"
23771,"214471_x_at","LHB"
23772,"214472_at","H3C4"
23773,"214473_x_at","PMS2P3"
23774,"214474_at","PRKAB2"
23775,"214475_x_at","CAPN3"
23776,"214476_at","TFF2"
23777,"214477_at","MLLT1"
23778,"214478_at","SPP2"
23779,"214479_at","GFRA3"
23780,"214480_at","ETV3"
23781,"214481_at","H2AC17"
23782,"214482_at","ZBTB25"
23783,"214483_s_at","ARFIP1"
23784,"214484_s_at","SIGMAR1"
23785,"214485_at","ODF1"
23786,"214486_x_at","CFLAR"
23787,"214487_s_at","RAP2B"
23788,"214488_at","RAP2B"
23789,"214489_at","FSHB"
23790,"214490_at","ARSF"
23791,"214491_at","SSTR3"
23792,"214492_at","SGCD"
23793,"214493_s_at","PATJ"
23794,"214494_s_at","SPG7"
23795,"214495_at","CACNG2"
23796,"214496_x_at","KAT6B"
23797,"214497_s_at","NHLH2"
23798,"214498_at","ASIP"
23799,"214499_s_at","BCLAF1"
23800,"214500_at","MACROH2A1"
23801,"214501_s_at","MACROH2A1"
23802,"214502_at","H2BC11"
23803,"214503_x_at","GPR135"
23804,"214504_at","ABO"
23805,"214505_s_at","FHL1"
23806,"214506_at","GPR182"
23807,"214507_s_at","EXOSC2"
23808,"214508_x_at","CREM"
23809,"214509_at","H3C11"
23810,"214510_at","GPR20"
23811,"214511_x_at","FCGR1BP"
23812,"214512_s_at","SUB1"
23813,"214513_s_at","CREB1"
23814,"214514_at","MCM3AP"
23815,"214515_at","OR1E1"
23816,"214516_at","H4C2"
23817,"214517_at","KRTAP5-9"
23818,"214518_at","PDHA2"
23819,"214519_s_at","RLN2"
23820,"214520_at","FOXC2"
23821,"214521_at","HES2"
23822,"214522_x_at","H2AC7"
23823,"214523_at","CEBPE"
23824,"214524_at","GHRH"
23825,"214525_x_at","MLH3"
23826,"214526_x_at","PMS2P1"
23827,"214527_s_at","PQBP1"
23828,"214528_s_at","PAX8"
23829,"214529_at","TSHB"
23830,"214530_x_at","EPB41"
23831,"214531_s_at","SNX1"
23832,"214532_x_at","POU5F1B"
23833,"214533_at","CMA1"
23834,"214534_at","H1-5"
23835,"214535_s_at","ADAMTS2"
23836,"214536_at","SLURP1"
23837,"214537_at","H1-3"
23838,"214538_x_at","RGS6"
23839,"214539_at","SERPINB10"
23840,"214540_at","H2BC17"
23841,"214541_s_at","QKI"
23842,"214542_x_at","H2AC13"
23843,"214543_x_at","QKI"
23844,"214544_s_at","SNAP23"
23845,"214545_s_at","PLPBP"
23846,"214546_s_at","P2RY11"
23847,"214547_at","ADCY10"
23848,"214548_x_at","GNAS"
23849,"214549_x_at","SPRR1A"
23850,"214550_s_at","TNPO3"
23851,"214551_s_at","CD7"
23852,"214552_s_at","RABEP1"
23853,"214553_s_at","ARPP19"
23854,"214554_at","H2AC16"
23855,"214555_at","SSTR5"
23856,"214556_at","SSTR4"
23857,"214557_at","PTTG2"
23858,"214558_at","GPR12"
23859,"214559_at","DRD3"
23860,"214560_at","FPR3"
23861,"214561_at","LILRP2"
23862,"214562_at","H4C13"
23863,"214563_at","PCDHGC3"
23864,"214564_s_at","PCDHGC3"
23865,"214565_s_at","SMR3A"
23866,"214566_at","SMR3A"
23867,"214567_s_at","XCL2"
23868,"214568_at","TPSD1"
23869,"214569_at","IFNA5"
23870,"214570_x_at","POM121L1P"
23871,"214571_at","FGF3"
23872,"214572_s_at","INSL3"
23873,"214574_x_at","LST1"
23874,"214575_s_at","AZU1"
23875,"214576_at","KRT36"
23876,"214577_at","MAP1B"
23877,"214578_s_at","ROCK1"
23878,"214579_at","NIPAL3"
23879,"214580_x_at","KRT6A"
23880,"214581_x_at","TNFRSF21"
23881,"214582_at","PDE3B"
23882,"214583_at","DDI2"
23883,"214584_x_at","ACACB"
23884,"214585_s_at","VPS52"
23885,"214586_at","GPR37"
23886,"214587_at","COL8A1"
23887,"214588_s_at","MFAP3"
23888,"214589_at","FGF12"
23889,"214590_s_at","UBE2D1"
23890,"214591_at","KLHL4"
23891,"214592_s_at","SNAPC5"
23892,"214593_at","PIAS2"
23893,"214594_x_at","ATP8B1"
23894,"214595_at","KCNG1"
23895,"214596_at","CHRM3"
23896,"214597_at","SSTR2"
23897,"214598_at","CLDN8"
23898,"214599_at","IVL"
23899,"214600_at","TEAD1"
23900,"214601_at","TPH1"
23901,"214602_at","COL4A4"
23902,"214603_at","MAGEA2"
23903,"214604_at","HOXD11"
23904,"214605_x_at","CMKLR2"
23905,"214606_at","TSPAN2"
23906,"214607_at","PAK3"
23907,"214608_s_at","EYA1"
23908,"214609_at","PHOX2A"
23909,"214610_at","CYP11B1"
23910,"214611_at","GRIK1"
23911,"214612_x_at","MAGEA6"
23912,"214613_at","GPR3"
23913,"214614_at","MNX1"
23914,"214615_at","P2RY10"
23915,"214616_at","H3C6"
23916,"214617_at","PRF1"
23917,"214618_at","CFLAR"
23918,"214619_at","CRHR1"
23919,"214620_x_at","PAM"
23920,"214621_at","GYS2"
23921,"214622_at","CYP21A2"
23922,"214623_at","FBXW4P1"
23923,"214624_at","UPK1A"
23924,"214625_s_at","MINK1"
23925,"214626_s_at","GANAB"
23926,"214627_at","EPX"
23927,"214628_at","NHLH1"
23928,"214629_x_at","RTN4"
23929,"214630_at","CYP11B2"
23930,"214631_at","ZBTB33"
23931,"214632_at","NRP2"
23932,"214633_at","SOX3"
23933,"214634_at","H4C9"
23934,"214635_at","CLDN9"
